;Scopy version,b3d077f6
;Exported on,Saturday April 12/04/2025
;Device,M2K
;Nr of samples,1000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
811,1.76704e+06,-8.60081,-351
812,1.78341e+06,-8.56973,-351
813,1.79993e+06,-8.55675,-351
814,1.8166e+06,-8.55399,-352
815,1.83343e+06,-8.53327,-352
816,1.85041e+06,-8.52664,-353
817,1.86755e+06,-8.50416,-353
818,1.88484e+06,-8.48398,-354
819,1.9023e+06,-8.48743,-354
820,1.91992e+06,-8.45529,-354
821,1.9377e+06,-8.42935,-355
822,1.95565e+06,-8.4383,-355
823,1.97376e+06,-8.41199,-356
824,1.99205e+06,-8.39239,-356
825,2.0105e+06,-8.38717,-356
826,2.02912e+06,-8.38016,-357
827,2.04791e+06,-8.3588,-357
828,2.06688e+06,-8.33238,-358
829,2.08602e+06,-8.31746,-358
830,2.10535e+06,-8.28257,-359
831,2.12485e+06,-8.33299,-359
832,2.14453e+06,-8.31198,-359
833,2.16439e+06,-8.28699,-360
834,2.18444e+06,-8.28832,-360
835,2.20467e+06,-8.27543,-0.372652
836,2.22509e+06,-8.273,-0.854393
837,2.2457e+06,-8.2882,-1.31847
838,2.2665e+06,-8.26748,-1.58764
839,2.28749e+06,-8.2605,-2.06871
840,2.30868e+06,-8.24396,-2.78056
841,2.33006e+06,-8.25846,-3.18377
842,2.35164e+06,-8.24876,-3.46738
843,2.37342e+06,-8.24907,-3.9186
844,2.39541e+06,-8.23417,-4.29235
845,2.41759e+06,-8.25018,-4.67585
846,2.43999e+06,-8.28726,-5.14654
847,2.46259e+06,-8.27418,-5.52407
848,2.48539e+06,-8.26108,-5.90179
849,2.50842e+06,-8.26805,-6.50073
850,2.53165e+06,-8.26476,-6.71762
851,2.5551e+06,-8.30357,-7.19094
852,2.57876e+06,-8.28304,-7.62652
853,2.60265e+06,-8.32557,-7.98897
854,2.62675e+06,-8.33059,-8.5958
855,2.65108e+06,-8.35908,-9.01636
856,2.67564e+06,-8.34072,-9.13792
857,2.70042e+06,-8.38005,-9.71297
858,2.72543e+06,-8.39115,-10.3048
859,2.75068e+06,-8.36517,-10.4891
860,2.77615e+06,-8.4157,-10.9191
861,2.80187e+06,-8.43528,-11.1351
862,2.82782e+06,-8.42776,-11.7894
863,2.85401e+06,-8.45928,-12.1144
864,2.88044e+06,-8.44483,-12.4261
865,2.90712e+06,-8.50489,-12.5354
866,2.93405e+06,-8.50898,-13.131
867,2.96123e+06,-8.55012,-13.4639
868,2.98865e+06,-8.59876,-14.0971
869,3.01633e+06,-8.57982,-14.2916
870,3.04427e+06,-8.62201,-14.6633
871,3.07247e+06,-8.57801,-14.9318
872,3.10093e+06,-8.57488,-15.3348
873,3.12965e+06,-8.57694,-15.4565
874,3.15864e+06,-8.63477,-16.3622
875,3.18789e+06,-8.60551,-16.6838
876,3.21742e+06,-8.67426,-16.7413
877,3.24722e+06,-8.72889,-16.951
878,3.27729e+06,-8.70742,-17.5641
879,3.30765e+06,-8.7375,-17.6188
880,3.33829e+06,-8.79675,-17.8057
881,3.36921e+06,-8.75003,-18.4765
882,3.40041e+06,-8.83694,-19.4011
883,3.43191e+06,-8.78828,-19.3291
884,3.46369e+06,-8.83557,-20.0678
885,3.49578e+06,-8.83378,-19.9421
886,3.52815e+06,-8.83313,-20.5458
887,3.56083e+06,-8.85703,-20.5486
888,3.59381e+06,-8.83811,-21.1367
889,3.6271e+06,-8.91905,-21.1323
890,3.6607e+06,-9.01684,-21.5807
891,3.6946e+06,-8.98276,-21.8764
892,3.72882e+06,-9.05265,-21.9312
893,3.76336e+06,-9.00336,-22.3401
894,3.79822e+06,-9.08248,-22.3954
895,3.8334e+06,-9.03453,-23.056
896,3.8689e+06,-8.98889,-22.8814
897,3.90474e+06,-9.09367,-23.7127
898,3.9409e+06,-9.16374,-24.391
899,3.9774e+06,-9.11676,-23.9418
900,4.01424e+06,-9.15432,-23.9521
901,4.05142e+06,-9.15719,-25.223
902,4.08895e+06,-9.29541,-25.0231
903,4.12682e+06,-9.28856,-25.29
904,4.16504e+06,-9.23529,-25.6811
905,4.20362e+06,-9.3494,-25.8914
906,4.24256e+06,-9.24987,-26.2559
907,4.28185e+06,-9.20177,-26.2168
908,4.32151e+06,-9.3085,-26.6497
909,4.36154e+06,-9.49054,-27.1337
910,4.40194e+06,-9.33083,-27.0796
911,4.44271e+06,-9.41445,-27.81
912,4.48386e+06,-9.48939,-27.497
913,4.52539e+06,-9.44712,-28.1213
914,4.5673e+06,-9.53624,-27.5767
915,4.6096e+06,-9.53835,-28.395
916,4.6523e+06,-9.38791,-28.9505
917,4.69539e+06,-9.54398,-28.6139
918,4.73888e+06,-9.57582,-29.9445
919,4.78277e+06,-9.76759,-30.2884
920,4.82707e+06,-9.6137,-29.4613
921,4.87178e+06,-9.70202,-30.4081
922,4.9169e+06,-9.65078,-31.2857
923,4.96244e+06,-9.72427,-31.2274
924,5.00841e+06,-9.81388,-31.4654
925,5.0548e+06,-9.73151,-31.6421
926,5.10162e+06,-9.80608,-31.3712
927,5.14887e+06,-9.80035,-32.0874
928,5.19656e+06,-9.87203,-32.5797
929,5.24469e+06,-9.97072,-32.0264
930,5.29327e+06,-9.96867,-33.1965
931,5.34229e+06,-10.016,-33.4016
932,5.39177e+06,-10.043,-33.1918
933,5.44171e+06,-10.0852,-32.7208
934,5.49212e+06,-10.0929,-33.9937
935,5.54299e+06,-10.1471,-33.6106
936,5.59433e+06,-10.1866,-34.609
937,5.64614e+06,-10.2363,-33.6428
938,5.69844e+06,-10.2522,-34.2148
939,5.75122e+06,-10.3278,-34.3684
940,5.80449e+06,-10.3926,-34.8381
941,5.85825e+06,-10.3775,-34.9544
942,5.91251e+06,-10.4262,-35.0836
943,5.96727e+06,-10.498,-35.5781
944,6.02254e+06,-10.5295,-35.5296
945,6.07832e+06,-10.4436,-36.1869
946,6.13462e+06,-10.4564,-35.6286
947,6.19144e+06,-10.581,-35.8151
948,6.24879e+06,-10.6202,-36.6713
949,6.30667e+06,-10.7245,-37.3406
950,6.36508e+06,-10.754,-38.1113
951,6.42403e+06,-10.7452,-37.8579
952,6.48353e+06,-10.8394,-37.7161
953,6.54359e+06,-10.8914,-38.7751
954,6.60419e+06,-10.9412,-37.7332
955,6.66536e+06,-10.9313,-38.4662
956,6.7271e+06,-11.0597,-38.6941
957,6.78941e+06,-11.1352,-39.1438
958,6.85229e+06,-11.0944,-39.5351
959,6.91576e+06,-11.1129,-39.3175
960,6.97981e+06,-11.1193,-40.1344
961,7.04446e+06,-11.1392,-39.0858
962,7.10971e+06,-11.2892,-39.9853
963,7.17556e+06,-11.2873,-40.0223
964,7.24202e+06,-11.4063,-39.9224
965,7.3091e+06,-11.2806,-40.2241
966,7.3768e+06,-11.4639,-40.4487
967,7.44512e+06,-11.4707,-40.8717
968,7.51408e+06,-11.4436,-40.8345
969,7.58368e+06,-11.5375,-40.587
970,7.65392e+06,-11.6542,-41.1591
971,7.72481e+06,-11.6562,-41.8153
972,7.79636e+06,-11.6677,-42.2996
973,7.86857e+06,-11.645,-41.6456
974,7.94145e+06,-11.7535,-41.8934
975,8.01501e+06,-11.8983,-42.7227
976,8.08924e+06,-11.9441,-42.5537
977,8.16417e+06,-11.9473,-43.5546
978,8.23979e+06,-12.0961,-42.5176
979,8.3161e+06,-12.0786,-42.9665
980,8.39313e+06,-12.0944,-42.9875
981,8.47087e+06,-12.2135,-43.6657
982,8.54933e+06,-12.166,-42.7584
983,8.62851e+06,-12.2991,-43.2541
984,8.70843e+06,-12.1758,-43.8625
985,8.78909e+06,-12.3571,-44.2864
986,8.8705e+06,-12.3473,-44.8848
987,8.95266e+06,-12.4749,-45.3242
988,9.03558e+06,-12.4563,-44.2509
989,9.11927e+06,-12.525,-45.681
990,9.20373e+06,-12.6224,-45.0503
991,9.28898e+06,-12.5854,-45.4828
992,9.37502e+06,-12.8407,-45.6454
993,9.46185e+06,-12.8006,-45.0436
994,9.54949e+06,-12.7567,-46.3542
995,9.63793e+06,-12.8012,-45.5447
996,9.7272e+06,-12.8469,-45.8272
997,9.8173e+06,-12.9535,-45.2287
998,9.90823e+06,-13.0746,-45.7643
999,1e+07,-13.0547,-46.3931
