;Scopy version,8ade0b5a
;Exported on,Friday March 21/03/2025
;Device,M2K
;Nr of samples,1000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
797,155307,-4.19949,-158.057
798,156746,-4.31234,-159.289
799,158197,-4.54032,-160.649
800,159663,-4.71942,-161.007
801,161141,-4.8516,-162.305
802,162634,-5.05819,-162.6
803,164140,-5.09558,-163.557
804,165661,-5.36136,-164.508
805,167195,-5.39408,-165.757
806,168744,-5.55221,-166.681
807,170307,-5.72476,-168.17
808,171884,-5.97764,-169.313
809,173476,-6.15717,-169.967
810,175083,-6.19461,-170.981
811,176704,-6.37575,-171.846
812,178341,-6.53909,-172.727
813,179993,-6.69745,-173.994
814,181660,-6.88559,-174.801
815,183343,-7.04472,-175.783
816,185041,-7.16946,-176.744
817,186755,-7.38284,-177.491
818,188484,-7.47369,-178.652
819,190230,-7.64628,-179.525
820,191992,-7.87964,179.547
821,193770,-8.0374,178.658
822,195565,-8.16584,177.395
823,197376,-8.37149,177.221
824,199205,-8.46772,176.178
825,201050,-8.81478,174.945
826,202912,-8.78589,174.608
827,204791,-8.93607,171.975
828,206688,-9.16263,170.601
829,208602,-9.62785,170.421
830,210535,-9.4933,171.654
831,212485,-9.76602,168.514
832,214453,-9.90002,168.354
833,216439,-9.98722,166.125
834,218444,-10.0559,166.284
835,220467,-10.6512,165.03
836,222509,-10.3559,165.358
837,224570,-10.7071,162.722
838,226650,-11.0223,162.084
839,228749,-11.197,159.633
840,230868,-11.05,160.387
841,233006,-11.8094,158.7
842,235164,-11.664,157.386
843,237342,-11.915,156.182
844,239541,-12.0661,157.278
845,241759,-12.4635,156.53
846,243999,-12.3281,151.224
847,246259,-12.6117,151.938
848,248539,-12.8075,150.427
849,250842,-12.7665,149.062
850,253165,-12.8063,147.841
851,255510,-13.2128,147.999
852,257876,-13.4692,149.588
853,260265,-13.4113,144.823
854,262675,-13.833,144.756
855,265108,-14.3199,144.975
856,267564,-14.7125,144.243
857,270042,-14.4114,142.156
858,272543,-14.8146,141.968
859,275068,-15.1908,141.844
860,277615,-15.0261,138.706
861,280187,-14.9687,138.739
862,282782,-15.1431,133.914
863,285401,-15.6179,135.301
864,288044,-15.9655,132.292
865,290712,-15.8579,129.734
866,293405,-16.0003,132.31
867,296123,-16.0288,130.148
868,298865,-17.3703,132.081
869,301633,-16.6112,127.524
870,304427,-17.5342,129.63
871,307247,-17.1041,125.549
872,310093,-16.9815,127.257
873,312965,-17.0981,129.918
874,315864,-17.9366,123.379
875,318789,-17.5652,117.959
876,321742,-17.9621,120.297
877,324722,-17.9237,116.261
878,327729,-18.4914,117.863
879,330765,-18.3171,119.525
880,333829,-18.0075,114.716
881,336921,-19.4744,113.419
882,340041,-19.1611,120.767
883,343191,-19.1365,112.197
884,346369,-19.032,115.391
885,349578,-19.5876,108.352
886,352815,-19.2297,111.486
887,356083,-20.0095,106.417
888,359381,-21.2084,110.853
889,362710,-20.3444,103.918
890,366070,-19.931,106.284
891,369460,-21.0313,103.199
892,372882,-20.4416,107.203
893,376336,-21.5815,100.946
894,379822,-20.5641,97.6206
895,383340,-22.0179,98.4624
896,386890,-21.1769,89.2918
897,390474,-21.9814,97.1663
898,394090,-22.7825,81.0121
899,397740,-22.6349,89.3639
900,401424,-24.5151,99.5455
901,405142,-22.0959,90.0993
902,408895,-23.1628,72.1781
903,412682,-23.5886,94.0677
904,416504,-23.374,85.5316
905,420362,-22.3764,84.2086
906,424256,-23.8305,84.4571
907,428185,-24.876,96.126
908,432151,-23.3467,81.5741
909,436154,-23.3944,65.8964
910,440194,-23.1664,79.0083
911,444271,-24.2247,78.0148
912,448386,-24.0163,87.6868
913,452539,-24.2316,78.0959
914,456730,-22.6818,75.1797
915,460960,-24.1891,68.764
916,465230,-23.4093,88.2517
917,469539,-27.2532,73.2847
918,473888,-25.3055,74.514
919,478277,-24.0042,85.2358
920,482707,-25.5638,78.8693
921,487178,-25.5153,66.5418
922,491690,-24.3823,56.0688
923,496244,-26.425,72.7714
924,500841,-26.0149,87.0729
925,505480,-27.7011,72.1147
926,510162,-25.7878,63.862
927,514887,-30.1959,60.8941
928,519656,-25.9308,50.9166
929,524469,-25.8158,61.6818
930,529327,-30.7058,50.9264
931,534229,-27.631,67.3014
932,539177,-26.1686,57.9175
933,544171,-29.037,78.4211
934,549212,-26.8613,46.0496
935,554299,-26.6571,54.092
936,559433,-29.0005,36.5574
937,564614,-25.5424,50.797
938,569844,-26.8145,56.9396
939,575122,-25.1148,69.6145
940,580449,-29.4035,63.7357
941,585825,-26.9502,47.2473
942,591251,-24.1797,47.5412
943,596727,-25.2503,57.5133
944,602254,-26.315,52.672
945,607832,-23.8335,41.7299
946,613462,-29.3207,50.4825
947,619144,-26.7791,56.9666
948,624879,-26.687,46.0393
949,630667,-24.3178,44.4702
950,636508,-26.7064,55.3587
951,642403,-27.1437,40.164
952,648353,-31.3139,30.1639
953,654359,-25.0756,52.4535
954,660419,-28.2094,34.596
955,666536,-26.7675,39.4002
956,672710,-29.1448,17.8196
957,678941,-26.517,21.1336
958,685229,-25.7905,39.451
959,691576,-23.7532,45.3417
960,697981,-27.3079,54.2816
961,704446,-25.6133,44.7077
962,710971,-26.3069,36.1936
963,717556,-24.8311,47.0728
964,724202,-24.5304,38.1991
965,730910,-26.0101,39.5684
966,737680,-26.2518,24.7728
967,744512,-24.403,42.9142
968,751408,-27.5209,44.2975
969,758368,-26.3464,37.4333
970,765392,-26.7413,26.5636
971,772481,-31.0077,10.8262
972,779636,-25.4003,33.5637
973,786857,-25.184,24.652
974,794145,-26.9032,13.4714
975,801501,-23.6308,25.4045
976,808924,-24.7945,30.0916
977,816417,-27.2743,30.6477
978,823979,-26.8596,5.09393
979,831610,-26.1563,14.2344
980,839313,-23.7383,6.70933
981,847087,-26.858,29.9406
982,854933,-26.1242,-0.74253
983,862851,-27.3898,13.2739
984,870843,-24.2639,16.6106
985,878909,-26.153,27.7358
986,887050,-25.7652,-6.42307
987,895266,-27.7139,17.4202
988,903558,-26.8719,-0.157318
989,911927,-29.3331,17.9499
990,920373,-28.586,19.8496
991,928898,-26.0172,15.6922
992,937502,-28.4002,-9.32408
993,946185,-26.6054,-4.48606
994,954949,-26.6265,17.3389
995,963793,-27.2469,17.5114
996,972720,-27.0245,-19.8637
997,981730,-29.4669,-12.8646
998,990823,-26.711,-8.33334
999,1e+06,-27.7063,-3.51087
