;Generated by Scopy-8ade0b5a
;Started on Thu Mar 27 11:58:05 2025
Timestamp,Channel_0_DC_RMS,Channel_0_AC_RMS,Channel_1_DC_RMS,Channel_1_AC_RMS
11:58:05,0.203,-,-0.005,-
