;Scopy version,8ade0b5a
;Exported on,Thursday April 03/04/2025
;Device,M2K
;Nr of samples,1000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
735,141303,-56.226,-152.743
736,143601,-56.0351,-155.755
737,145937,-56.6622,-155.123
738,148310,-57.2081,-152.05
739,150723,-57.0494,-150.361
740,153174,-57.4186,-151.054
741,155665,-57.4998,-154.248
742,158197,-57.7566,-157.337
743,160770,-58.1852,-154.333
744,163385,-58.4257,-153.658
745,166043,-58.6245,-156.145
746,168744,-58.7211,-150.332
747,171488,-58.607,-157.354
748,174277,-59.9684,-153.285
749,177112,-59.9917,-151.685
750,179993,-59.8244,-157.952
751,182920,-61.1391,-154.228
752,185896,-61.6015,-156.603
753,188919,-61.2458,-155.23
754,191992,-60.368,-151.499
755,195115,-62.9537,-159.607
756,198288,-61.9771,-155.779
757,201514,-62.0879,-154.474
758,204791,-62.2976,-152.16
759,208122,-62.7391,-160.841
760,211507,-63.3052,-151.792
761,214947,-63.2809,-159.886
762,218444,-63.9526,-161.926
763,221997,-63.8879,-163.18
764,225607,-63.7054,-155.145
765,229277,-65.4156,-161.436
766,233006,-65.9129,-151.593
767,236796,-65.5312,-163.055
768,240648,-68.1395,-156.849
769,244562,-66.5014,-164.701
770,248539,-66.7061,-155.756
771,252582,-67.4165,-166.639
772,256690,-69.7674,-147.3
773,260865,-69.7279,-167.818
774,265108,-69.031,-172.509
775,269420,-69.0104,-166.052
776,273803,-70.3832,-171.481
777,278256,-66.9174,-168.63
778,282782,-72.3416,-152.57
779,287381,-68.7994,-171.8
780,292056,-72.8884,-148.463
781,296806,-70.9686,-156.914
782,301633,-73.8212,-166.468
783,306540,-75.51,-159.955
784,311525,-71.526,-159.401
785,316592,-73.2621,-167.684
786,321742,-73.2376,-170.375
787,326975,-76.4792,174.477
788,332293,-73.11,176.003
789,337698,-74.1052,-174.658
790,343191,-70.0331,172.707
791,348773,-72.2774,-173.163
792,354446,-72.8075,177.795
793,360211,-82.808,169.722
794,366070,-91.3536,79.9603
795,372024,-91.4087,135.481
796,378075,-80.8295,146.958
797,384224,-79.2365,117.484
798,390474,-78.1519,162.599
799,396825,-80.632,162.013
800,403279,-86.8243,40.9131
801,409838,-73.1799,159.874
802,416504,-79.6463,142.474
803,423279,-78.8516,138.14
804,430164,-76.4585,-171.576
805,437160,-71.5275,179.862
806,444271,-89.3127,149.72
807,451497,-70.8581,102.642
808,458840,-76.0967,103.968
809,466303,-70.894,68.2016
810,473888,-82.9873,88.7683
811,481596,-78.1544,38.2913
812,489429,-74.2946,154.699
813,497390,-77.8596,43.2247
814,505480,-81.5668,75.2224
815,513701,-73.5636,113.991
816,522057,-72.9441,86.6638
817,530548,-73.9299,44.6464
818,539177,-73.2624,83.7976
819,547947,-73.5371,39.4814
820,556860,-70.4614,65.9689
821,565917,-75.0101,85.0563
822,575122,-83.3383,54.1026
823,584476,-75.2711,110.137
824,593983,-68.6718,99.721
825,603644,-73.1752,92.8159
826,613462,-81.0343,58.1795
827,623440,-73.4474,65.1212
828,633580,-72.3582,108.919
829,643886,-74.0764,82.3822
830,654359,-70.4717,97.2398
831,665002,-73.0833,96.4428
832,675818,-76.4584,53.6513
833,686810,-72.5133,59.5494
834,697981,-81.4739,52.0942
835,709334,-73.2976,66.3332
836,720872,-77.6636,110.667
837,732597,-69.0399,74.0948
838,744512,-75.4679,92.5976
839,756622,-72.2149,70.4071
840,768928,-70.7593,90.072
841,781435,-73.0282,44.1668
842,794145,-70.0526,79.1218
843,807062,-68.5469,74.0402
844,820189,-66.2148,83.1995
845,833529,-72.0167,106.318
846,847087,-67.083,62.2248
847,860865,-68.1177,74.6763
848,874867,-67.1418,106.708
849,889097,-66.8902,92.7472
850,903558,-68.2615,72.5389
851,918254,-70.7845,62.6538
852,933190,-72.0487,95.4192
853,948368,-69.8535,86.557
854,963793,-69.156,103.129
855,979470,-66.1241,70.7248
856,995401,-68.7542,74.8413
857,1.01159e+06,-69.6204,87.9247
858,1.02804e+06,-65.9477,104.085
859,1.04477e+06,-65.0352,70.7296
860,1.06176e+06,-69.5155,71.5816
861,1.07903e+06,-64.1246,77.6815
862,1.09658e+06,-65.1082,85.8951
863,1.11442e+06,-71.5414,111.669
864,1.13254e+06,-66.7311,70.0325
865,1.15096e+06,-68.9117,84.1922
866,1.16968e+06,-63.7082,60.2722
867,1.18871e+06,-66.2631,95.6369
868,1.20804e+06,-67.2373,102.323
869,1.22769e+06,-65.6708,78.0901
870,1.24766e+06,-63.4192,75.0515
871,1.26795e+06,-66.9198,80.7636
872,1.28858e+06,-66.6787,90.0242
873,1.30954e+06,-67.0782,96.3128
874,1.33083e+06,-64.95,93.5246
875,1.35248e+06,-64.1938,80.0987
876,1.37448e+06,-67.2641,85.1565
877,1.39684e+06,-65.5436,73.8562
878,1.41955e+06,-64.9844,85.5803
879,1.44264e+06,-65.0018,93.467
880,1.46611e+06,-63.7141,91.3451
881,1.48996e+06,-65.324,88.9195
882,1.51419e+06,-66.0121,89.8909
883,1.53882e+06,-64.7137,91.4682
884,1.56385e+06,-63.2507,90.963
885,1.58928e+06,-63.8426,82.5694
886,1.61513e+06,-63.2211,87.0613
887,1.6414e+06,-62.5191,90.2446
888,1.6681e+06,-64.7697,101.918
889,1.69523e+06,-63.4095,89.6613
890,1.72281e+06,-64.2292,88.7495
891,1.75083e+06,-63.2777,98.9338
892,1.7793e+06,-61.8562,90.7747
893,1.80824e+06,-63.4438,94.6504
894,1.83766e+06,-62.0094,98.1512
895,1.86755e+06,-61.9772,84.2585
896,1.89792e+06,-63.6464,89.5799
897,1.92879e+06,-61.3622,92.2555
898,1.96016e+06,-64.0524,86.8695
899,1.99205e+06,-61.7212,97.0713
900,2.02445e+06,-61.3506,93.5793
901,2.05737e+06,-61.3446,90.7389
902,2.09084e+06,-61.7526,99.2022
903,2.12485e+06,-63.1647,99.4779
904,2.15941e+06,-62.505,93.3311
905,2.19453e+06,-60.2052,102.142
906,2.23022e+06,-60.9643,104.327
907,2.2665e+06,-59.0518,99.5689
908,2.30336e+06,-61.3329,110.801
909,2.34083e+06,-59.3792,96.073
910,2.3789e+06,-60.0561,104.865
911,2.41759e+06,-59.5125,93.831
912,2.45692e+06,-59.7269,102.371
913,2.49688e+06,-59.2048,107.907
914,2.53749e+06,-60.4387,100.736
915,2.57876e+06,-59.5251,105.128
916,2.62071e+06,-59.0739,109.49
917,2.66333e+06,-59.2729,103.492
918,2.70665e+06,-58.7376,108.275
919,2.75068e+06,-60.079,104.985
920,2.79542e+06,-58.5474,105.003
921,2.84088e+06,-58.9361,108.701
922,2.88709e+06,-58.6371,101.146
923,2.93405e+06,-57.8252,106.45
924,2.98177e+06,-57.8847,104.362
925,3.03027e+06,-57.5477,107.499
926,3.07956e+06,-57.353,118.485
927,3.12965e+06,-57.6442,108.492
928,3.18055e+06,-57.5778,103.051
929,3.23228e+06,-57.8597,110.074
930,3.28486e+06,-56.5262,118.104
931,3.33829e+06,-56.2378,116.183
932,3.39258e+06,-57.161,113.607
933,3.44776e+06,-56.6293,112.496
934,3.50384e+06,-56.8871,110.05
935,3.56083e+06,-55.7422,113.539
936,3.61875e+06,-55.9205,116.574
937,3.67761e+06,-55.9695,115.049
938,3.73743e+06,-55.7998,115.71
939,3.79822e+06,-54.5928,117.56
940,3.85999e+06,-53.9911,119.982
941,3.92278e+06,-54.5274,114.479
942,3.98658e+06,-54.3432,122.221
943,4.05142e+06,-54.7406,121.111
944,4.11732e+06,-54.938,120.269
945,4.18429e+06,-54.5726,121.95
946,4.25235e+06,-53.3819,120.772
947,4.32151e+06,-54.2747,121.017
948,4.3918e+06,-53.0608,127.212
949,4.46323e+06,-53.1848,119.755
950,4.53583e+06,-52.7576,124.206
951,4.6096e+06,-52.9957,126.498
952,4.68458e+06,-52.5697,126.372
953,4.76078e+06,-52.6417,125.492
954,4.83821e+06,-51.8385,126.124
955,4.9169e+06,-51.9874,126.39
956,4.99688e+06,-51.5313,127.941
957,5.07815e+06,-51.1771,132.85
958,5.16075e+06,-50.9435,133.629
959,5.24469e+06,-51.1449,131.446
960,5.32999e+06,-50.9553,128.75
961,5.41669e+06,-50.0855,131.106
962,5.50479e+06,-50.3433,133.684
963,5.59433e+06,-50.2906,136.217
964,5.68532e+06,-49.796,135.091
965,5.77779e+06,-49.1345,135.128
966,5.87177e+06,-49.3326,134.587
967,5.96727e+06,-49.2091,133.962
968,6.06433e+06,-48.2446,137.274
969,6.16297e+06,-48.6282,136.774
970,6.26321e+06,-48.6087,140.667
971,6.36508e+06,-47.9542,136.885
972,6.46861e+06,-48.005,140.951
973,6.57382e+06,-47.4177,139.055
974,6.68074e+06,-47.1087,141.427
975,6.78941e+06,-47.0111,139.354
976,6.89984e+06,-46.9697,139.98
977,7.01206e+06,-46.5628,142.265
978,7.12612e+06,-46.1833,143.053
979,7.24202e+06,-45.9665,142.489
980,7.35981e+06,-45.5745,143.574
981,7.47952e+06,-45.8467,144.236
982,7.60118e+06,-45.0797,143.304
983,7.72481e+06,-44.9185,143.394
984,7.85046e+06,-45.0224,144.433
985,7.97814e+06,-44.4602,143.786
986,8.10791e+06,-44.1052,143.954
987,8.23979e+06,-43.8021,146.047
988,8.37381e+06,-43.4562,146.356
989,8.51001e+06,-43.5748,146.634
990,8.64842e+06,-43.1032,146.05
991,8.78909e+06,-42.5091,145.922
992,8.93205e+06,-42.3953,147.529
993,9.07733e+06,-42.2078,147.075
994,9.22497e+06,-42.0174,149.843
995,9.37502e+06,-42.0467,148.584
996,9.5275e+06,-41.5749,149.209
997,9.68247e+06,-41.2255,149.752
998,9.83995e+06,-41.0078,151.441
999,1e+07,-40.6399,150.371
