;Scopy version,8ade0b5a
;Exported on,Thursday April 03/04/2025
;Device,M2K
;Nr of samples,1000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
74,3.30003,-61.6295,85.3927
75,3.35371,-61.3344,86.2827
76,3.40826,-60.9122,86.1402
77,3.46369,-61.2789,86.8975
78,3.52003,-60.917,86.0191
79,3.57729,-60.8148,84.7093
80,3.63547,-60.9942,85.5338
81,3.6946,-60.5241,84.8861
82,3.75469,-60.4244,85.0967
83,3.81576,-60.34,84.4161
84,3.87783,-60.0398,86.3343
85,3.9409,-59.7042,85.031
86,4.005,-59.176,85.3046
87,4.07014,-59.2935,85.924
88,4.13634,-58.9935,85.9535
89,4.20362,-58.7441,86.5832
90,4.27199,-58.6577,84.4601
91,4.34148,-58.4207,85.2186
92,4.41209,-58.0856,85.922
93,4.48386,-58.0197,86.188
94,4.55679,-57.6121,86.0737
95,4.6309,-57.0484,86.2728
96,4.70622,-56.7442,85.8812
97,4.78277,-56.6237,86.568
98,4.86056,-55.952,85.9009
99,4.93962,-56.2629,87.3068
100,5.01997,-55.5871,85.966
101,5.10162,-55.589,86.5927
102,5.18459,-55.5446,86.2352
103,5.26892,-55.8049,86.9166
104,5.35462,-55.5326,86.4189
105,5.44171,-55.3127,86.0198
106,5.53022,-54.8349,85.9116
107,5.62017,-54.8175,86.7741
108,5.71159,-54.6346,86.0178
109,5.80449,-54.6495,86.3575
110,5.8989,-54.5583,86.2332
111,5.99484,-54.3595,86.1422
112,6.09235,-54.2097,86.9145
113,6.19144,-53.8874,87.2605
114,6.29215,-53.8974,85.9455
115,6.39449,-53.6946,86.7649
116,6.4985,-53.7325,86.7446
117,6.60419,-53.476,86.268
118,6.71161,-53.2781,86.6916
119,6.82078,-53.1183,85.9514
120,6.93172,-53.033,86.235
121,7.04446,-52.9173,86.235
122,7.15904,-52.7141,86.2657
123,7.27548,-52.4844,86.2105
124,7.39382,-52.4326,85.8885
125,7.51408,-52.3248,86.4325
126,7.6363,-52.2132,85.8883
127,7.7605,-52.1054,85.9918
128,7.88673,-51.9424,86.3278
129,8.01501,-51.7301,86.7147
130,8.14537,-51.6532,86.3824
131,8.27786,-51.5167,86.0108
132,8.4125,-51.4732,86.0408
133,8.54933,-51.3851,86.8872
134,8.68838,-51.2969,86.1794
135,8.8297,-51.168,86.5168
136,8.97332,-51.141,86.4882
137,9.11927,-51.104,86.4435
138,9.26759,-51.0431,86.734
139,9.41833,-50.7699,86.1526
140,9.57152,-50.7208,86.0953
141,9.7272,-50.6467,85.9857
142,9.88542,-50.4238,86.1595
143,10.0462,-50.3532,86.2233
144,10.2096,-50.1342,86.0823
145,10.3757,-49.9145,86.3407
146,10.5444,-49.8912,85.8745
147,10.7159,-49.7792,85.634
148,10.8902,-49.629,85.73
149,11.0674,-49.5787,86.0837
150,11.2474,-49.4059,86.6238
151,11.4303,-49.3778,86.0813
152,11.6162,-49.3237,86.3237
153,11.8052,-49.1727,86.119
154,11.9972,-49.1234,86.0434
155,12.1923,-48.9989,86.22
156,12.3906,-48.9529,86.0795
157,12.5922,-48.7805,86.5692
158,12.797,-48.6951,86.6642
159,13.0051,-48.5644,86.2989
160,13.2166,-48.3613,86.2472
161,13.4316,-48.2513,86.2408
162,13.6501,-48.1184,86.2846
163,13.8721,-47.966,86.186
164,14.0977,-47.8203,86.3168
165,14.327,-47.7787,86.2537
166,14.5601,-47.7449,85.9577
167,14.7969,-47.6149,86.208
168,15.0376,-47.5112,86.2633
169,15.2821,-47.4347,85.7832
170,15.5307,-47.2945,86.0055
171,15.7833,-47.1582,85.9371
172,16.04,-47.1038,86.1612
173,16.3009,-46.9385,86.7523
174,16.5661,-46.8209,86.5539
175,16.8355,-46.6882,86.6999
176,17.1093,-46.5693,86.4161
177,17.3876,-46.4803,86.1989
178,17.6704,-46.3669,86.7248
179,17.9578,-46.2886,86.2309
180,18.2499,-46.2194,86.4931
181,18.5468,-46.061,86.3722
182,18.8484,-45.9707,86.4496
183,19.155,-45.8349,86.0212
184,19.4666,-45.7293,86.381
185,19.7832,-45.5468,86.3769
186,20.105,-45.4955,86.2667
187,20.432,-45.3618,86.2869
188,20.7643,-45.2567,86.073
189,21.102,-45.1787,86.1257
190,21.4453,-45.0848,85.9705
191,21.7941,-44.9312,86.1881
192,22.1486,-44.7539,86.5197
193,22.5088,-44.7303,86.3149
194,22.8749,-44.5184,86.2424
195,23.247,-44.4623,86.2588
196,23.6251,-44.3428,86.5481
197,24.0093,-44.2769,86.4682
198,24.3999,-44.153,86.6625
199,24.7967,-44.0517,86.3237
200,25.2,-43.873,86.357
201,25.6099,-43.7552,86.4003
202,26.0265,-43.6296,86.4332
203,26.4498,-43.5289,86.3476
204,26.88,-43.4073,86.6253
205,27.3172,-43.2474,86.2507
206,27.7615,-43.1083,86.2065
207,28.2131,-42.9689,86.4199
208,28.672,-42.7942,86.3431
209,29.1383,-42.6397,86.3389
210,29.6123,-42.5503,86.2291
211,30.0939,-42.4712,86.3928
212,30.5834,-42.3405,86.3851
213,31.0808,-42.1646,86.1297
214,31.5864,-42.0442,86.2512
215,32.1001,-41.8849,86.2641
216,32.6222,-41.7912,86.4887
217,33.1528,-41.6725,86.2144
218,33.6921,-41.5794,86.2894
219,34.2401,-41.4408,86.3425
220,34.797,-41.3386,86.4642
221,35.363,-41.1449,86.3663
222,35.9381,-41.0728,86.2999
223,36.5227,-40.9334,86.3284
224,37.1167,-40.8441,86.5056
225,37.7204,-40.7091,86.3947
226,38.334,-40.5653,86.3278
227,38.9575,-40.4893,86.4325
228,39.5911,-40.3457,86.2419
229,40.2351,-40.2123,86.1104
230,40.8895,-40.1084,86.435
231,41.5546,-39.9591,86.2646
232,42.2304,-39.8585,86.4017
233,42.9173,-39.7676,86.1151
234,43.6154,-39.6229,86.0991
235,44.3248,-39.4209,86.2352
236,45.0457,-39.2981,86.1852
237,45.7784,-39.17,86.3542
238,46.523,-39.0729,86.1758
239,47.2797,-38.9065,86.1136
240,48.0487,-38.7615,86.2556
241,48.8302,-38.6975,86.1301
242,49.6244,-38.582,86.1651
243,50.4316,-38.3794,86.2084
244,51.2519,-38.2573,86.3406
245,52.0855,-38.1736,86.1276
246,52.9327,-38.0498,86.2123
247,53.7936,-37.9024,86.1083
248,54.6686,-37.7591,86.1581
249,55.5578,-37.6594,86.1135
250,56.4614,-37.5215,86.0544
251,57.3798,-37.379,86.1357
252,58.3131,-37.2172,86.2295
253,59.2615,-37.1198,85.9936
254,60.2254,-37.0042,86.0645
255,61.205,-36.8806,85.9635
256,62.2005,-36.7032,86.2434
257,63.2122,-36.5816,86.029
258,64.2403,-36.4881,86.2504
259,65.2852,-36.3583,86.1604
260,66.3471,-36.1816,86.3235
261,67.4262,-36.0408,85.9042
262,68.5229,-35.9218,86.0226
263,69.6374,-35.7641,86.4196
264,70.7701,-35.6477,85.7375
265,71.9212,-35.4859,86.0034
266,73.091,-35.3202,86.0762
267,74.2798,-35.2564,85.8447
268,75.488,-35.1507,86.2184
269,76.7158,-34.9441,86.2762
270,77.9636,-34.8497,85.9347
271,79.2317,-34.6494,86.0198
272,80.5204,-34.5325,85.6543
273,81.8301,-34.4324,85.7853
274,83.161,-34.2887,85.6174
275,84.5137,-34.1324,85.5144
276,85.8883,-33.8963,85.6913
277,87.2853,-33.7674,85.4874
278,88.705,-33.71,85.7287
279,90.1478,-33.5478,85.8455
280,91.614,-33.4216,86.0822
281,93.1041,-33.2764,86.3644
282,94.6185,-33.1548,85.4537
283,96.1575,-33.0069,85.7958
284,97.7215,-32.8815,85.4941
285,99.3109,-32.7685,85.6005
286,100.926,-32.6107,85.7918
287,102.568,-32.5588,85.5886
288,104.236,-32.3804,85.7013
289,105.931,-32.1659,85.2683
290,107.654,-32.0787,85.4606
291,109.405,-31.9059,86.1601
292,111.185,-31.8114,85.6446
293,112.993,-31.5781,85.6678
294,114.831,-31.5122,85.6507
295,116.699,-31.4446,85.6483
296,118.597,-31.1944,85.3739
297,120.526,-31.1091,85.4408
298,122.486,-31.0465,85.3229
299,124.479,-30.7951,85.0462
300,126.503,-30.7014,85.3621
301,128.561,-30.5858,85.8361
302,130.652,-30.4331,85.3715
303,132.777,-30.2107,85.376
304,134.937,-30.1697,85.1209
305,137.131,-30.0936,85.8358
306,139.362,-29.8811,85.6349
307,141.629,-29.7821,85.2102
308,143.932,-29.733,85.6194
309,146.273,-29.5745,84.7025
310,148.652,-29.3849,84.6447
311,151.07,-29.2068,84.8254
312,153.528,-29.1148,85.2569
313,156.025,-28.9244,85.2781
314,158.562,-28.8159,85.0161
315,161.141,-28.6946,85.1908
316,163.762,-28.5562,84.8748
317,166.426,-28.4031,84.8835
318,169.133,-28.2356,84.9075
319,171.884,-28.1384,84.4592
320,174.68,-28.0744,84.7587
321,177.521,-27.7625,84.9752
322,180.408,-27.5986,84.858
323,183.343,-27.6254,84.7465
324,186.325,-27.5218,84.5308
325,189.355,-27.3168,84.0464
326,192.435,-27.0852,83.8685
327,195.565,-27.068,84.8899
328,198.746,-27.0286,84.7869
329,201.979,-26.8063,84.5499
330,205.264,-26.7251,84.7328
331,208.602,-26.6349,85.2235
332,211.995,-26.4078,84.8007
333,215.443,-26.3497,85.2207
334,218.948,-26.1479,84.0609
335,222.509,-25.8323,84.9069
336,226.128,-25.8772,84.7731
337,229.806,-25.7177,84.2281
338,233.544,-25.516,83.3669
339,237.342,-25.3853,84.3312
340,241.203,-25.2673,82.8317
341,245.126,-25.0525,84.2289
342,249.113,-25.0424,84.3636
343,253.165,-25.0925,84.5468
344,257.283,-24.6312,84.5157
345,261.467,-24.7258,84.1127
346,265.72,-24.5416,83.6297
347,270.042,-24.3317,83.7043
348,274.434,-24.0838,84.6364
349,278.898,-24.1339,84.6743
350,283.434,-23.8818,84.3983
351,288.044,-23.8401,84.1499
352,292.729,-23.5908,83.0937
353,297.491,-23.5314,83.7831
354,302.329,-23.3508,83.408
355,307.247,-23.2449,83.0729
356,312.244,-23.0979,83.208
357,317.323,-22.962,83.1124
358,322.484,-22.8281,83.1279
359,327.729,-22.6922,83.0392
360,333.06,-22.559,82.8927
361,338.477,-22.4314,83.0762
362,343.983,-22.2795,83.1361
363,349.578,-22.165,82.3454
364,355.263,-22.029,82.1281
365,361.042,-21.7717,82.2755
366,366.914,-21.6379,81.8241
367,372.882,-21.4935,81.467
368,378.947,-21.2434,81.9158
369,385.111,-21.0671,81.7803
370,391.375,-21.1838,82.421
371,397.74,-21.067,81.5589
372,404.21,-20.7648,81.6549
373,410.784,-20.5649,82.3911
374,417.466,-20.3637,81.9544
375,424.256,-20.5326,82.0364
376,431.156,-20.3717,80.8285
377,438.169,-20.2169,83.2047
378,445.296,-19.8866,80.2725
379,452.539,-19.8876,81.7724
380,459.899,-19.9759,82.1915
381,467.38,-19.5827,83.0664
382,474.981,-19.585,81.303
383,482.707,-19.5749,80.6014
384,490.558,-19.2868,82.9743
385,498.537,-19.1688,81.2104
386,506.646,-19.1883,81.0078
387,514.887,-18.7504,80.3162
388,523.261,-18.6862,80.1037
389,531.772,-18.4893,79.7089
390,540.422,-18.4675,80.4342
391,549.212,-18.4743,79.7384
392,558.145,-18.1096,79.7204
393,567.223,-17.9441,80.1771
394,576.449,-18.0229,80.8615
395,585.825,-17.7204,79.8532
396,595.353,-17.6638,78.648
397,605.037,-17.4996,79.5709
398,614.878,-17.3311,80.6002
399,624.879,-17.2481,79.4051
400,635.043,-17.0088,78.4646
401,645.372,-16.9911,79.2103
402,655.869,-16.6778,78.568
403,666.536,-16.7078,78.9052
404,677.378,-16.6717,79.7744
405,688.395,-16.4554,78.8395
406,699.592,-16.1946,77.9117
407,710.971,-16.1274,78.7662
408,722.535,-16.003,77.5418
409,734.287,-15.7879,77.6323
410,746.23,-15.812,77.9896
411,758.368,-15.6119,76.6808
412,770.703,-15.6215,77.5506
413,783.238,-15.5146,78.0351
414,795.978,-15.1901,76.8845
415,808.924,-15.1646,77.2089
416,822.082,-15.1444,76.7807
417,835.453,-14.9015,77.7404
418,849.042,-14.7465,77.5073
419,862.851,-14.5417,75.7687
420,876.886,-14.4874,76.8744
421,891.148,-14.3616,77.2264
422,905.643,-14.246,76.0247
423,920.373,-14.1006,75.6983
424,935.343,-14.082,76.1528
425,950.557,-13.8017,75.2923
426,966.017,-13.676,75.025
427,981.73,-13.6977,75.2467
428,997.698,-13.3623,74.7079
429,1013.93,-13.2174,74.8907
430,1030.42,-13.1542,74.5452
431,1047.18,-13.0047,73.8127
432,1064.21,-12.8874,74.1851
433,1081.52,-12.6831,74.2115
434,1099.11,-12.6317,73.7745
435,1116.99,-12.4139,73.5375
436,1135.15,-12.3583,73.2661
437,1153.62,-12.2096,73.4937
438,1172.38,-12.1087,73.3189
439,1191.45,-11.9705,72.6907
440,1210.83,-11.9331,72.2921
441,1230.52,-11.6751,72.3148
442,1250.54,-11.5365,72.5169
443,1270.88,-11.5064,71.9369
444,1291.55,-11.371,70.9916
445,1312.56,-11.1839,71.4495
446,1333.91,-11.1028,70.4182
447,1355.6,-10.9236,70.5716
448,1377.65,-10.8493,70.697
449,1400.06,-10.7964,70.01
450,1422.83,-10.5578,70.461
451,1445.97,-10.4641,69.5797
452,1469.49,-10.3515,69.5929
453,1493.39,-10.2779,69.9352
454,1517.68,-10.0138,69.3681
455,1542.37,-10.015,68.3005
456,1567.46,-9.77038,68.4421
457,1592.95,-9.67187,68.498
458,1618.86,-9.67329,67.8221
459,1645.19,-9.53923,67.3282
460,1671.95,-9.36896,67.8991
461,1699.14,-9.213,67.6709
462,1726.78,-9.23673,66.6009
463,1754.87,-8.94309,67.2809
464,1783.41,-8.90283,66.2249
465,1812.42,-8.8119,65.7898
466,1841.9,-8.56345,65.4649
467,1871.86,-8.53255,64.4267
468,1902.3,-8.42233,64.806
469,1933.24,-8.33526,64.9888
470,1964.69,-8.23945,65.0243
471,1996.64,-8.07691,63.7969
472,2029.12,-7.85941,63.6901
473,2062.12,-7.99143,63.46
474,2095.66,-7.65672,62.7144
475,2129.75,-7.54061,61.7303
476,2164.39,-7.48133,62.6977
477,2199.59,-7.51941,62.4467
478,2235.37,-7.31576,61.1103
479,2271.73,-7.17188,61.1829
480,2308.68,-7.02386,61.5571
481,2346.23,-6.92105,60.2808
482,2384.39,-6.93499,60.9858
483,2423.17,-6.81871,60.0886
484,2462.59,-6.61898,59.1291
485,2502.64,-6.37557,58.5091
486,2543.35,-6.38998,59.4076
487,2584.71,-6.37022,57.9937
488,2626.75,-6.22168,57.7266
489,2669.48,-5.95971,58.0786
490,2712.9,-5.89675,56.5336
491,2757.02,-5.87646,56.0234
492,2801.87,-5.85034,56.732
493,2847.44,-5.66977,56.1391
494,2893.75,-5.62901,55.4643
495,2940.82,-5.51056,55.1129
496,2988.65,-5.58606,54.3233
497,3037.26,-5.42834,55.1925
498,3086.66,-5.09148,53.2151
499,3136.87,-5.14098,54.5438
500,3187.89,-4.90053,52.5709
501,3239.74,-5.09888,52.5202
502,3292.44,-4.71446,51.7059
503,3345.99,-4.86413,52.7491
504,3400.41,-4.8502,51.2784
505,3455.72,-4.4125,51.4574
506,3511.93,-4.40917,49.378
507,3569.05,-4.39275,50.0708
508,3627.1,-4.30502,49.5628
509,3686.1,-4.25626,48.8659
510,3746.05,-4.11631,48.3029
511,3806.98,-4.15884,47.7509
512,3868.9,-4.16333,48.0053
513,3931.83,-4.08847,46.8729
514,3995.78,-3.83396,46.9575
515,4060.77,-3.72279,46.993
516,4126.82,-3.75137,46.9254
517,4193.94,-3.54581,46.835
518,4262.16,-3.42546,46.572
519,4331.48,-3.48659,44.6203
520,4401.94,-3.29985,44.8916
521,4473.53,-3.49642,43.8131
522,4546.3,-3.03501,43.4402
523,4620.24,-3.21744,42.6838
524,4695.39,-2.99251,43.3581
525,4771.76,-2.94858,43.5862
526,4849.37,-3.04667,41.9692
527,4928.25,-2.89687,40.4607
528,5008.41,-2.87084,40.4847
529,5089.87,-2.81425,40.0523
530,5172.66,-2.62544,40.0947
531,5256.79,-2.67655,39.7852
532,5342.29,-2.7014,39.736
533,5429.19,-2.54955,38.3359
534,5517.49,-2.45628,38.0216
535,5607.23,-2.35469,38.3594
536,5698.44,-2.39111,37.3646
537,5791.12,-2.29702,36.5313
538,5885.32,-2.31207,36.8111
539,5981.04,-2.28843,36.8633
540,6078.32,-2.16209,35.732
541,6177.19,-2.07491,36.0238
542,6277.66,-2.06913,34.8527
543,6379.77,-1.94121,34.5751
544,6483.53,-1.97613,34.5506
545,6588.99,-1.84861,33.8976
546,6696.16,-1.87789,33.5684
547,6805.07,-1.75971,32.8636
548,6915.76,-1.81159,32.7482
549,7028.24,-1.72624,31.6938
550,7142.56,-1.72227,31.8847
551,7258.73,-1.6221,31.9402
552,7376.8,-1.67624,31.1888
553,7496.78,-1.59815,30.4369
554,7618.72,-1.63874,30.3532
555,7742.64,-1.52222,30.0258
556,7868.57,-1.56112,29.2544
557,7996.55,-1.45474,29.2509
558,8126.62,-1.36933,28.9126
559,8258.8,-1.446,28.707
560,8393.13,-1.36178,27.9621
561,8529.64,-1.34068,28.3064
562,8668.38,-1.30961,27.5123
563,8809.37,-1.2565,27.1113
564,8952.66,-1.21266,26.196
565,9098.27,-1.16502,26.9199
566,9246.26,-1.16646,26.1626
567,9396.65,-1.16831,25.2318
568,9549.49,-1.19132,25.26
569,9704.81,-1.0862,25.1347
570,9862.66,-0.995667,24.401
571,10023.1,-1.03971,24.5076
572,10186.1,-1.00717,24.0053
573,10351.8,-0.953336,23.7807
574,10520.2,-0.961014,23.4461
575,10691.3,-0.929266,23.3726
576,10865.2,-0.911024,22.8593
577,11041.9,-0.891272,22.3319
578,11221.5,-0.870465,22.2779
579,11404,-0.849939,22.0875
580,11589.5,-0.810311,21.5353
581,11778,-0.807075,21.301
582,11969.6,-0.756929,21.1933
583,12164.2,-0.779116,20.8037
584,12362.1,-0.736602,20.5035
585,12563.2,-0.731504,20.1774
586,12767.5,-0.699562,20.0878
587,12975.2,-0.692479,19.63
588,13186.2,-0.691428,19.5235
589,13400.7,-0.646866,19.1325
590,13618.7,-0.623187,19.0552
591,13840.2,-0.605421,18.5692
592,14065.3,-0.607132,18.3
593,14294,-0.611346,17.9052
594,14526.5,-0.565623,17.6901
595,14762.8,-0.568894,17.7192
596,15002.9,-0.560821,17.3526
597,15247,-0.541122,17.1252
598,15495,-0.52405,16.8807
599,15747,-0.507682,16.6443
600,16003.1,-0.456979,16.3448
601,16263.4,-0.50231,16.3946
602,16527.9,-0.469166,15.9514
603,16796.7,-0.458338,15.7467
604,17069.9,-0.44166,15.539
605,17347.6,-0.446541,15.3117
606,17629.8,-0.432814,14.9781
607,17916.5,-0.433258,14.9674
608,18207.9,-0.376169,14.4994
609,18504.1,-0.39299,14.4539
610,18805,-0.36912,14.2899
611,19110.9,-0.396043,13.9855
612,19421.7,-0.322856,13.8278
613,19737.6,-0.346755,13.7317
614,20058.7,-0.334858,13.6336
615,20384.9,-0.33659,13.2648
616,20716.5,-0.320242,13.2195
617,21053.5,-0.282973,13.0477
618,21395.9,-0.311147,12.5781
619,21743.9,-0.31347,12.7813
620,22097.6,-0.272677,12.2984
621,22457,-0.285297,12.1798
622,22822.2,-0.259186,11.8793
623,23193.5,-0.261963,11.7792
624,23570.7,-0.271466,11.4284
625,23954.1,-0.256741,11.3545
626,24343.7,-0.242738,11.2958
627,24739.6,-0.222788,10.9642
628,25142,-0.236802,10.8515
629,25551,-0.217745,10.8681
630,25966.6,-0.223719,10.6885
631,26388.9,-0.198894,10.3594
632,26818.1,-0.234093,10.338
633,27254.3,-0.190663,10.1816
634,27697.6,-0.205098,10.1265
635,28148.1,-0.195529,9.94788
636,28606,-0.212188,9.6102
637,29071.2,-0.207736,9.50745
638,29544.1,-0.173814,9.69704
639,30024.6,-0.17163,9.20081
640,30513,-0.187815,9.32183
641,31009.3,-0.149191,9.20322
642,31513.6,-0.142625,9.03973
643,32026.2,-0.169678,8.90609
644,32547.1,-0.141547,8.81519
645,33076.5,-0.162702,8.50799
646,33614.5,-0.141098,8.59633
647,34161.2,-0.121064,8.42967
648,34716.9,-0.157611,8.28236
649,35281.5,-0.12643,8.27536
650,35855.4,-0.157407,7.97314
651,36438.6,-0.088294,7.86387
652,37031.3,-0.117932,7.74156
653,37633.6,-0.110102,7.59745
654,38245.7,-0.098762,7.5111
655,38867.8,-0.109021,7.53052
656,39500,-0.112897,7.12791
657,40142.4,-0.0718491,7.26327
658,40795.3,-0.0995003,7.07478
659,41458.9,-0.106415,6.95728
660,42133.2,-0.0738912,6.91717
661,42818.5,-0.0756672,6.60853
662,43515,-0.095891,6.90934
663,44222.7,-0.0750683,6.59443
664,44942,-0.0615575,6.4323
665,45673,-0.0509277,6.47062
666,46415.9,-0.075897,6.31481
667,47170.8,-0.0624031,6.10858
668,47938.1,-0.0686355,6.29052
669,48717.8,-0.0698323,6.01855
670,49510.2,-0.0846167,5.91323
671,50315.5,-0.062229,5.71965
672,51133.9,-0.0573966,5.7318
673,51965.6,-0.0766297,5.61192
674,52810.8,-0.0551996,5.49209
675,53669.8,-0.0634208,5.55087
676,54542.7,-0.0372048,5.41862
677,55429.9,-0.0485906,5.32058
678,56331.4,-0.0548767,5.35761
679,57247.7,-0.0492882,5.12305
680,58178.8,-0.0576682,5.03364
681,59125.1,-0.0387482,4.9625
682,60086.8,-0.036396,5.00413
683,61064.1,-0.0528508,4.87556
684,62057.3,-0.0403547,4.86084
685,63066.7,-0.0399445,4.80202
686,64092.4,-0.0306726,4.68949
687,65134.9,-0.0376997,4.51556
688,66194.3,-0.0253213,4.50313
689,67271,-0.0303876,4.38619
690,68365.2,-0.0208917,4.39027
691,69477.1,-0.0345177,4.3352
692,70607.2,-0.0400526,4.26876
693,71755.6,-0.0277755,4.18398
694,72922.7,-0.03917,4.09033
695,74108.8,-0.0293635,4.09202
696,75314.2,-0.0135689,3.97422
697,76539.2,-0.016947,3.9315
698,77784.1,-0.0169969,3.86298
699,79049.3,-0.0130122,3.86977
700,80335,-0.0158497,3.7269
701,81641.7,-0.0167408,3.77211
702,82969.6,-0.0154523,3.67305
703,84319.1,-0.0147051,3.58553
704,85690.6,-0.0231797,3.49156
705,87084.3,-0.0251002,3.46355
706,88500.7,-0.0126641,3.45348
707,89940.2,-0.0216922,3.38608
708,91403.1,-0.00342589,3.31076
709,92889.8,-0.00494013,3.25496
710,94400.6,-0.018065,3.22422
711,95936.1,-0.00548944,3.11976
712,97496.5,-0.00894423,3.16152
713,99082.3,-0.00357677,3.1206
714,100694,-0.00959775,3.02293
715,102332,-0.00365174,2.96892
716,103996,-0.00266175,2.94165
717,105688,-0.000895992,2.89495
718,107407,-0.00262846,2.85774
719,109154,0.000934031,2.79963
720,110929,-0.00355415,2.74706
721,112733,0.00142322,2.72745
722,114567,0.00134315,2.68133
723,116430,-0.00104016,2.62585
724,118324,-0.00189799,2.57619
725,120249,0.00236602,2.53978
726,122204,0.0013611,2.51947
727,124192,0.00585834,2.48718
728,126212,0.00147657,2.41999
729,128265,0.00560744,2.41043
730,130351,0.00209775,2.36521
731,132471,0.00206389,2.34679
732,134626,0.00659419,2.28919
733,136816,0.00598216,2.25046
734,139041,0.00445183,2.19063
735,141303,0.00712619,2.1779
736,143601,0.00343961,2.15209
737,145937,0.00675986,2.11568
738,148310,0.00445272,2.05552
739,150723,0.0033093,2.05418
740,153174,0.00535831,2.02588
741,155665,0.00842163,1.96879
742,158197,0.00880195,1.96628
743,160770,0.00747173,1.93703
744,163385,0.00777819,1.89599
745,166043,0.00728653,1.85009
746,168744,0.00796709,1.81954
747,171488,0.00978468,1.81916
748,174277,0.0118166,1.79177
749,177112,0.0149235,1.74482
750,179993,0.00931656,1.7229
751,182920,0.0108501,1.68715
752,185896,0.012796,1.67567
753,188919,0.0105013,1.66263
754,191992,0.0114894,1.60786
755,195115,0.00870678,1.58122
756,198288,0.0122726,1.53873
757,201514,0.00903096,1.53945
758,204791,0.0146926,1.51538
759,208122,0.0131836,1.49443
760,211507,0.0096721,1.48172
761,214947,0.0112411,1.44431
762,218444,0.0115342,1.40199
763,221997,0.0115824,1.41013
764,225607,0.0127946,1.3917
765,229277,0.0142386,1.36178
766,233006,0.0100396,1.32319
767,236796,0.011857,1.29565
768,240648,0.0142912,1.30181
769,244562,0.0139066,1.30017
770,248539,0.0154198,1.25653
771,252582,0.0154625,1.23571
772,256690,0.0100644,1.23286
773,260865,0.0104871,1.19039
774,265108,0.0121313,1.18301
775,269420,0.0121602,1.15042
776,273803,0.0142474,1.1441
777,278256,0.0140136,1.09768
778,282782,0.0156255,1.1263
779,287381,0.0111724,1.07818
780,292056,0.013228,1.06146
781,296806,0.0124135,1.0701
782,301633,0.0148361,1.05223
783,306540,0.0134325,1.02978
784,311525,0.0135451,1.00822
785,316592,0.0142324,1.00546
786,321742,0.0135782,0.984841
